,Label,mean_1,mean_2,mean_3,mean_4,median_1,median_2,median_3,median_4,sd_1,sd_2,sd_3,sd_4,min_1,min_2,min_3,min_4,max_1,max_2,max_3,max_4
409,sit-to-stand,35767.3716,36426.50874,34965.42524,35767.3716,35815,36402,34825,35815,392.0231624,478.4053576,401.6091511,392.0231624,34983,35560,34423,34983,36761,37270,35784,36761
410,stand,34802.54642,34756.99471,34708.79894,34802.54642,34800,34752,34700,34800,50.03858718,51.4149394,55.25856078,50.03858718,34720,34677,34593,34720,34920,34880,34828,34920
411,v-cut-right-Rfirst,34467.89247,35371.07239,35760.75603,34467.89247,34272,36225,36165,34272,1107.40541,2098.694872,4654.072407,1107.40541,33174,31612,21892,33174,37300,38224,46936,37300
412,curve-right-spin-Lfirst,34783.80297,34479.84355,36038.97674,34783.80297,34838,34441,35532,34838,358.7026478,252.0898684,1384.551892,358.7026478,34176,34084,34088,34176,35281,35296,38420,35281
413,sit,35761.40314,35750.12533,35758.45431,35761.40314,35757,35749,35760,35757,18.7385602,21.14843974,25.01146074,18.7385602,35728,35703,35708,35728,35812,35790,35828,35812
414,lateral-shuffle-left,35207.90085,35518.26087,35801.94203,35207.90085,34636,34900,35152,34636,1512.656259,3456.478329,2741.267959,1512.656259,33080,28102,29284,33080,38624,45880,45104,38624
415,v-cut-left-Rfirst,33911.54467,35271.10345,37206.86207,33911.54467,33516,36224,36584,33516,2476.47914,3312.897679,4030.850683,2476.47914,29916,24476,32208,29916,37808,39980,50057,37808
416,walk,35481.25537,34903.9062,34763.44674,35481.25537,34880,34460,34706,34880,1642.60084,1896.398405,1523.301811,1642.60084,32393,31640,30116,32393,39070,39564,37312,39070
417,stand,34897.60212,34832.77513,34845.78307,34897.60212,34896,34831,34848,34896,35.59749566,55.04003574,23.36063771,35.59749566,34824,34730,34754,34824,34968,34970,34880,34968
418,sit-to-stand,35712.02692,36422.35893,35103.39731,35712.02692,35730,36476,35013,35730,329.5056308,324.8571931,480.9095084,329.5056308,35092,35704,34377,35092,36956,36956,35962,36956
419,jump-one-leg,37933.36986,32162.93857,38008.92833,37933.36986,38288,32923,38008,38288,2548.09081,2138.207791,3680.26193,2548.09081,31452,27276,29116,31452,41964,34652,45674,41964
420,jump-two-leg,35659.8178,37265.19662,36937.58985,35659.8178,35528,39133,36241,35528,1778.333255,4522.169174,5519.825485,1778.333255,33300,30620,23572,33300,38836,43868,53024,38836
421,sit-to-stand,35580.90141,36542.00201,35233.08032,35580.90141,35728,36716,35328,35728,307.0957485,415.4701998,409.6950841,307.0957485,34844,35109,34528,34844,35904,37184,36012,35904
422,walk,35230.72562,34761.61189,35298.99422,35230.72562,34760,34364,34585,34760,1347.045762,1522.752612,2169.077713,1347.045762,33224,31280,30932,33224,38496,38656,39796,38496
423,curve-right-step,35305.7,34620.80676,35215.04482,35305.7,34972,34528,34706,34972,1338.358733,1653.749721,2061.636874,1338.358733,32472,30580,30184,32472,39268,37952,39472,39268
424,walk,35644.45772,34733.08205,34689.33225,35644.45772,34894,34388,34268,34894,1641.464767,1935.149116,1680.154287,1641.464767,32332,30362,30617,32332,38656,39768,37696,38656
425,run,35477.4698,36832.30279,36511.85028,35477.4698,34903,37464,36238,34903,3030.13678,5086.664924,4928.289394,3030.13678,29082,21112,19468,29082,41604,47960,45912,41604
426,curve-right-step,35382.53374,34485.1733,34926.5381,35382.53374,35008,34346,34458,35008,1172.657959,1107.940945,1627.145173,1172.657959,33698,31692,31136,33698,38424,38910,39096,38424
427,jump-two-leg,35230.31211,37888.29713,36463.2623,35230.31211,34792,39285,33348,34792,1534.147241,3963.013544,4470.487691,1534.147241,33294,29824,31557,33294,38260,43064,46194,38260
428,stand,34658.5142,34531.01258,34568.86792,34658.5142,34710,34537,34572,34710,161.3904102,35.4427583,29.65141608,161.3904102,34412,34424,34512,34412,34905,34592,34622,34905
429,curve-right-spin-Rfirst,35073.9453,33472.05677,33919.35371,35073.9453,34540,33480,33868,34540,1418.355286,1450.971998,684.0481651,1418.355286,33420,29872,31664,33420,37946,35832,35237,37946
430,stair-down,35845.7451,35839.15893,35780.64151,35845.7451,35132,35913,35732,35132,1945.610242,2591.279747,2518.564107,1945.610242,33252,29682,29760,33252,42930,42652,44240,42930
431,walk,35465.85092,34837.82594,34643.68703,35465.85092,34760,34301,34496,34760,1738.209116,1935.621067,1702.652777,1738.209116,31554,31184,30000,31554,39028,39844,37652,39028
432,jump-one-leg,35351.03264,35845.78107,35387.97041,35351.03264,36040,38128,33948,36040,2033.560921,4400.68937,3729.035764,2033.560921,32264,28408,30817,32264,38036,41423,46449,38036
433,curve-right-step,35400.96405,34668.2064,34688.40627,35400.96405,34965,34400,34484,34965,1186.949518,1533.463079,1393.614181,1186.949518,33272,31344,31172,33272,38968,39144,37904,38968
434,stand,34830.25464,34735.96296,34745.07937,34830.25464,34836,34733,34745,34836,35.75230815,32.60166639,31.00387667,35.75230815,34740,34692,34676,34740,34892,34814,34802,34892
435,curve-left-spin-Rfirst,34763.70213,36571.04034,34398.96815,34763.70213,34533,36928,34525,34533,2066.143683,1009.716929,810.7553144,2066.143683,31484,32920,32296,31484,38044,37504,35536,38044
436,lateral-shuffle-left,35202.60443,36031.20513,36062.00233,35202.60443,34632,35740,36196,34632,1413.563748,2925.961607,2594.103495,1413.563748,33624,31096,30712,33624,39452,42520,44336,39452
437,v-cut-left-Lfirst,34677.7251,35453.49901,38594.49304,34677.7251,34728,36608,38544,34728,308.5036582,3557.622559,2066.215225,308.5036582,34052,27812,34052,34052,36120,40208,42489,36120
438,run,36013.84701,36991.32447,37093.54374,36013.84701,35679,37080,38188,35679,3462.851567,5873.782066,5388.771198,3462.851567,28808,16795,15106,28808,43920,45397,44340,43920
439,walk,35446.65543,34681.55892,35021.70539,35446.65543,34900,34288,34754,34900,1706.953033,1880.249363,1913.013101,1706.953033,32112,30920,30032,32112,39532,40156,39140,39532
440,v-cut-left-Rfirst,33280.72902,36429.689,35986.18182,33280.72902,33709,36904,35264,33709,1957.653768,1797.988344,4484.521143,1957.653768,29328,32184,22768,29328,38320,38320,46456,38320
441,stand-to-sit,29326.09715,29827.02843,29114.01003,29326.09715,29244,29945,29034,29244,933.9491191,1781.097789,1707.051493,933.9491191,28066,26189,25349,28066,30992,34156,32812,30992
442,v-cut-left-Rfirst,30384.57171,28413.18489,28698.73559,30384.57171,30437,28589,33636,30437,1380.321433,6550.929341,20798.25725,1380.321433,28002,12872,62,28002,33269,39373,65420,33269
443,v-cut-left-Rfirst,28783.5911,26461.03594,31577.50317,28783.5911,28729,28496,31792,28729,952.4545986,11000.37961,18473.42869,952.4545986,26680,68,61,26680,31204,52164,65416,31204
444,run,30800.56584,27788.58724,31546.33073,30800.56584,29924,27876,34298,29924,5297.481885,16145.92666,17424.5477,5297.481885,24486,65,63,24486,52196,65416,65420,52196
445,jump-two-leg,29699.09747,30083.99099,26556.91171,29699.09747,29680,29996,22364,29680,2377.759898,4117.970695,19325.088,2377.759898,20162,20757,62,20162,37518,38952,65420,37518
446,v-cut-left-Lfirst,30752.91573,27720.26916,28613.99252,30752.91573,29785,28696,26732,29785,3391.237204,8420.54801,14339.81505,3391.237204,25874,7491,2906,25874,42448,42416,65416,42448
447,curve-right-spin-Rfirst,35692.91909,29123.59627,26527.75569,35692.91909,33437,29584,28292,33437,6822.15675,8336.462312,5385.586526,6822.15675,28211,119,7724,28211,49424,41744,31725,49424
448,sit-to-stand,29003.54396,29738.72055,28701.55068,29003.54396,28896,29765,28480,28896,1111.174419,2097.170824,1125.882011,1111.174419,25932,26640,27036,25932,30781,34360,31109,30781
449,stair-down,30223.2788,28898.89016,30485.80141,30223.2788,30436,30996,33028,30436,5171.110412,7400.04651,9866.378624,5171.110412,1276,67,68,1276,40928,46015,51584,40928
450,curve-right-spin-Lfirst,28659.81182,32825.89956,35531.41485,28659.81182,28233,32325,35684,28233,1260.167193,2421.475425,4317.112343,1260.167193,27022,28208,26832,27022,32525,38612,43584,32525
451,v-cut-left-Lfirst,29350.73305,32622.7907,24257.35729,29350.73305,29256,31742,24244,29256,1107.489798,4764.223152,15453.13288,1107.489798,27453,25128,67,27453,34290,49348,65412,34290
452,stand,29384.16667,28854.34717,30343.78113,29384.16667,29086,28573,29974,29086,1042.277407,1196.068253,2011.157928,1042.277407,28000,27361,26725,28000,30940,32000,33816,30940
453,run,30224.01136,28741.7087,30073.18033,30224.01136,28592,28224,31436,28592,4188.270458,14117.97877,16711.65865,4188.270458,22535,64,63,22535,44415,65428,65420,44415
454,run,30451.16929,28464.92529,29627.42595,30451.16929,29586,28809,31782,29586,3567.662146,15084.04623,16492.30072,3567.662146,25912,64,63,25912,44981,65424,65416,44981
455,run,30995.55479,27792.40766,29894.66484,30995.55479,28969,29972,32896,28969,5425.638646,16983.82542,17044.94582,5425.638646,25493,62,64,25493,48688,65421,65416,48688
456,lateral-shuffle-right,31819.78827,31118.93121,28013.4242,31819.78827,31440,35336,29294,31440,2728.39279,17670.78593,16512.51194,2728.39279,26522,63,63,26522,39444,62189,65408,39444
457,walk,29126.13683,30098.34943,28499.21274,29126.13683,28982,30460,28200,28982,3755.279844,6760.729089,8104.467788,3755.279844,19552,6349,5572,19552,43301,50916,49544,43301
458,stand-to-sit,29298.69323,29722.36183,28913.53082,29298.69323,28896,29376,28764,28896,1018.638592,2023.0297,2276.991731,1018.638592,28016,25206,23616,28016,31130,35368,35368,31130
459,sit-to-stand,29284.2955,29545.04487,28794.66667,29284.2955,29328,29509,28254,29328,926.0006596,1896.474852,2304.737335,926.0006596,27684,25278,25608,27684,30996,34028,33735,30996
460,curve-left-spin-Rfirst,28247.23347,21520.00412,33367.52577,28247.23347,30460,22049,33136,30460,5358.445911,4134.660347,5578.908433,5358.445911,16124,12160,12160,16124,34164,29525,51811,34164
461,jump-one-leg,29506.71694,30565.03711,30622.50722,29506.71694,29774,29841,27293,29774,3799.815543,6530.344121,16417.1943,3799.815543,20833,14025,63,20833,36441,42629,65416,36441
462,v-cut-right-Lfirst,29250.8319,35917.13333,23700.24946,29250.8319,29269,32740,21382,29269,906.8615484,8702.589335,10157.93763,906.8615484,27148,26117,4852,27148,31293,61568,50917,31293
463,run,30963.12336,27234.47969,32704.83748,30963.12336,28754,27576,34071,28754,6088.683184,15646.2239,18803.98929,6088.683184,22151,66,63,22151,50860,65428,65424,50860
464,run,30236.54134,29820.34323,31595.65677,30236.54134,30404,29060,32596,30404,6241.112858,15389.17277,17969.7462,6241.112858,4099,64,63,4099,45029,65421,65422,45029
465,sit,29334.21498,29315.08117,29214.30519,29334.21498,29095,29284,29058,29095,1029.64146,1052.985739,879.9659997,1029.64146,28085,28141,28157,28085,30925,30920,30800,30925
466,v-cut-left-Rfirst,30019.15162,27147.70578,30362.42857,30019.15162,29876,28009,31612,29876,1477.457993,5675.06816,16559.86305,1477.457993,27388,13834,63,27388,33317,46092,65422,33317
467,sit-to-stand,28923.04883,29157.87135,29276.61014,28923.04883,28584,28922,29665,28584,918.7793845,1538.812146,1473.022149,918.7793845,28012,26438,26152,28012,30839,32384,32595,30839
468,stair-down,30348.36011,29173.3654,29629.45882,30348.36011,30244,29026,29594,30244,7828.469319,1074.422254,4052.805448,7828.469319,62,26580,17882,62,59760,31130,42504,59760
469,sit,29061.90909,29272.93962,29172.05283,29061.90909,29136,29229,29081,29136,809.5180273,935.8710111,986.6621211,809.5180273,28149,28089,28170,28149,30934,30752,31004,30934
470,stand,29308.77206,29260.38462,29298.27473,29308.77206,28973,28905,29216,28973,1012.562702,956.6059307,886.5662038,1012.562702,28076,28069,28188,28076,31047,30784,30840,31047
471,curve-right-step,30483.15911,28380.00963,29854.59345,30483.15911,30050,29247,30356,30050,4209.694157,7799.436612,11603.07798,4209.694157,24466,6654,68,24466,44589,52028,57824,44589
472,jump-two-leg,29267.20221,28810.86972,29993.4422,29267.20221,29472,29497,28701,29472,1095.340464,5896.482491,15809.98728,1095.340464,27296,14922,62,27296,31624,44872,65420,31624
473,jump-one-leg,27170.70213,31601.08493,29386.45648,27170.70213,27393,32496,29776,27393,2949.746868,5056.509337,16591.9027,2949.746868,19748,19894,63,19748,36353,40908,65417,36353
474,lateral-shuffle-right,33204.15875,27267.41948,28915.94007,33204.15875,33112,25386,27584,33112,3149.232074,18947.55041,21211.29094,3149.232074,28096,64,62,28096,41088,65412,65420,41088
475,sit,29498.632,29059.251,29373.01594,29498.632,29768,28598,29306,29768,983.6869505,861.4486013,961.7472556,983.6869505,28148,28093,28140,28148,30944,30615,30863,30944
476,walk,28561.52599,28848.72274,29465.62825,28561.52599,28740,29370,29760,28740,3550.352861,7252.942348,9039.302701,3550.352861,21428,4995,6522,21428,40348,45649,49448,40348
477,walk,29080.10375,28811.32478,28205.60316,29080.10375,29039,29320,28305,29039,2356.470428,6495.060555,7510.175577,2356.470428,25124,2900,5930,25124,34388,46820,45217,34388
478,curve-right-spin-Lfirst,29696.7069,34508.7957,32790.71828,29696.7069,29876,34516,31880,29876,2132.475085,2775.331991,6007.842407,2132.475085,22809,29420,23316,22809,35136,40476,48252,35136
479,stair-up,29598.96289,29083.22645,29840.41283,29598.96289,30405,28944,29948,30405,7655.24641,9783.44616,10057.45308,7655.24641,10162,1375,2200,10162,52452,55268,54029,52452
480,stand,29288.14966,29167.52542,29125.6339,29288.14966,29252,29068,28708,29252,967.1542426,924.6390242,979.9347689,967.1542426,27997,27997,28089,27997,31017,30882,31008,31017
481,v-cut-right-Rfirst,29933.53165,31141.55368,28956.02947,29933.53165,29888,33902,28736,29888,1848.790629,8022.480583,16004.13062,1848.790629,25136,5232,63,25136,34029,40225,65420,34029
482,stair-up,30600.03629,29111.91508,29034.03053,30600.03629,31104,28092,26642,31104,7512.849092,8982.500015,13410.3717,7512.849092,3827,9557,64,3827,54241,57792,65412,54241
483,curve-left-step,31841.19963,27605.19478,28893.04753,31841.19963,30936,27852,30178,30936,4935.627202,7536.760869,9859.50696,4935.627202,25392,66,7114,25392,55128,40728,46112,55128
484,lateral-shuffle-right,31650.75758,30209.23834,25877.29508,31650.75758,32340,28920,22875,32340,5587.514166,19130.66008,19883.59212,5587.514166,65,64,62,65,41221,65412,65417,41221
485,jump-two-leg,30264.90234,29306.39766,28010.16569,30264.90234,29912,29960,23035,29912,2453.724614,5425.426254,17721.68023,2453.724614,26714,16168,64,26714,39401,37284,65416,39401
486,run,30239.12613,27992.29049,30802.34961,30239.12613,29632,27220,32748,29632,2405.029479,16030.10504,17795.28635,2405.029479,26015,64,62,26015,40604,65416,65414,40604
487,jump-one-leg,30619.09579,29767.50669,30395.5086,30619.09579,30392,30380,29871,30392,3498.263776,4291.257318,17582.58162,3498.263776,23066,20868,63,23066,40496,39525,65416,40496
488,curve-right-spin-Rfirst,34265.1412,33037.57506,23882.50577,34265.1412,30321,33320,25929,30321,6570.458563,6789.035716,6209.944788,6570.458563,28093,17762,2789,28093,47605,47605,32089,47605
489,stair-down,31199.89343,29836.00248,29866.31683,31199.89343,31916,32068,31832,31916,7968.673503,11120.03644,11215.37696,7968.673503,64,64,65,64,63960,50212,59691,63960
490,curve-left-spin-Rfirst,30159.6674,21216.28571,30482.92527,30159.6674,30400,21052,31084,30400,1831.357636,4072.285895,6234.06865,1831.357636,24172,15638,15557,24172,33897,28805,46205,33897
491,curve-right-step,30173.65185,29813.51156,28640.92692,30173.65185,29548.5,30351,28788,29548.5,4666.832384,7313.775528,8646.090924,4666.832384,19260,10026,10614,19260,47576,52976,52536,47576
492,lateral-shuffle-right,33282.94605,28098.53634,28321.41353,33282.94605,33296,29837,29134,33296,3711.949987,16480.33637,18411.29388,3711.949987,24264,64,62,24264,43416,65428,65420,43416
493,jump-one-leg,29801.662,29634.3513,29660.13373,29801.662,29635.5,32140,25490,29635.5,1711.705766,7513.156932,15580.18587,1711.705766,26672,5589,62,26672,35032,41748,65420,35032
494,curve-left-spin-Rfirst,25471.85556,23719.53437,34177.17517,25471.85556,26424,21412,34056,26424,5757.999217,7698.919629,2495.352127,5757.999217,16537,17509,27792,16537,33977,56344,39904,33977
495,curve-left-spin-Rfirst,30598.03354,20580.69456,31260.8159,30598.03354,30368,20068,30428,30368,1589.982251,4168.303876,5051.519274,1589.982251,27949,13303,15912,27949,33628,29074,45792,33628
496,v-cut-right-Rfirst,30585.37584,31647.90848,29242.24107,30585.37584,30409,32972,31234,30409,2710.4014,7208.217498,12683.80519,2710.4014,26172,6638,63,26172,39629,43728,65412,39629
497,curve-left-spin-Rfirst,30006.38264,22463.27559,31129.57874,30006.38264,30577,20736,32413,30577,2408.062501,6463.955281,8592.00505,2408.062501,21333,14127,6445,21333,34240,33612,51780,34240
498,jump-one-leg,29129.06751,27682.37474,31423.18737,29129.06751,29920,28037,31964,29920,3173.640387,4809.896562,17269.28142,3173.640387,22432,14158,66,22432,34964,36476,65420,34964
499,v-cut-right-Lfirst,29222.59785,32345.50717,26672.69892,29222.59785,29284,30792,25317,29284,934.5552244,5149.081199,12488.25516,934.5552244,27580,26125,5049,27580,31168,56148,56437,31168
500,sit-to-stand,29165.07269,29697.7956,29019.78901,29165.07269,28756,29396,28929,28756,871.8232887,3509.142455,3220.085777,871.8232887,28207,22872,24077,28207,31200,38090,34922,31200
501,stair-up,29331.19725,29176.42713,29640.4033,29331.19725,29877,28589,29825,29877,6853.497,8800.505881,7212.513642,6853.497,13106,2653,6909,13106,50612,54022,46348,50612
502,walk,29665.13376,28150.50477,29063.40827,29665.13376,29481,29552,29726,29481,4102.424088,6113.229262,9236.773762,4102.424088,22500,6824,4470,22500,45716,41703,52887,45716
503,walk,29287.147,28276.02512,29661.44155,29287.147,29188,28124,30509,29188,3205.979693,5840.676544,8568.294754,3205.979693,24116,7517,4639,24116,41736,43717,50424,41736
504,v-cut-left-Lfirst,29420.2545,33047.21798,23301.78876,29420.2545,29486,31482,19016,29486,1688.505498,6608.14125,13218.90184,1688.505498,27165,22576,2304,27165,33952,53156,55360,33952
505,curve-left-spin-Lfirst,28906.17191,29199.03556,22102.56485,28906.17191,28744,29110,20341,28744,1707.255606,1232.479377,8915.462997,1707.255606,25476,26537,7933,25476,32748,32169,40500,32748
